Time(s),T1,T2,T3,T4,T5,T6,T7,V1,V2,V3,V4,P
322,67.50,46.25,39.50,64.00,65.25,38.25,0.00,0,1,0,0,"357
"
323,67.50,46.00,39.25,63.50,65.25,38.25,0.00,0,1,0,0,"357
"
324,67.00,46.00,39.50,64.50,65.50,38.25,0.00,0,1,0,1,"357
"
325,67.00,46.00,39.75,64.50,65.50,38.50,0.00,0,1,0,0,"357
"
326,67.25,45.50,39.75,64.50,64.50,38.25,0.00,0,1,0,0,"358
"
327,67.25,45.75,39.50,64.25,65.00,38.25,0.00,0,1,0,0,"358
"
328,66.75,45.75,39.50,64.25,65.50,38.25,0.00,1,0,0,1,"357
"
329,66.75,45.75,39.50,64.50,65.00,38.25,0.00,0,1,0,0,"358
"
330,67.00,46.00,39.25,64.25,65.25,38.50,0.00,0,0,0,1,"357
"
331,66.75,45.75,39.75,64.75,65.50,38.25,0.00,0,0,0,1,"357
"
332,66.50,46.00,39.25,64.25,64.75,38.25,0.00,0,1,0,0,"357
"
333,67.25,46.00,39.25,64.00,65.50,38.50,0.00,0,0,0,1,"357
"
334,66.75,46.00,39.50,64.50,65.00,38.50,0.00,0,0,0,1,"357
"
335,66.75,45.75,39.75,64.50,65.25,38.50,0.00,0,1,0,1,"357
"
336,66.25,46.00,39.75,64.50,65.00,38.25,0.00,0,1,0,0,"357
"
337,66.50,45.75,39.75,64.75,65.00,38.25,0.00,0,1,1,0,"357
"
338,66.25,46.00,40.00,64.75,65.50,38.00,0.00,0,1,0,0,"357
"
339,66.25,45.75,39.50,64.50,65.50,38.25,0.00,0,1,0,0,"357
"
340,66.25,45.75,39.75,64.75,65.50,38.50,0.00,0,1,1,0,"357
"
341,66.25,45.75,39.75,64.50,65.25,38.25,0.00,0,1,0,0,"357
"
342,66.25,46.25,39.75,64.75,65.00,38.75,0.00,0,0,0,1,"357
"
343,66.50,46.00,39.75,64.25,65.25,38.75,0.00,0,0,0,1,"357
"
344,66.50,45.75,39.75,64.25,65.50,38.50,0.00,0,0,0,1,"357
"
345,66.00,46.00,39.75,64.50,65.75,38.00,0.00,0,1,0,1,"357
"
346,66.50,45.50,39.50,64.50,65.75,38.00,0.00,0,1,1,1,"357
"
347,66.25,46.00,40.00,64.75,65.75,38.25,0.00,0,1,0,0,"358
"
348,66.50,45.75,39.75,65.25,65.25,38.00,0.00,0,1,0,0,"357
"
349,66.00,45.75,39.50,64.75,65.75,38.50,0.00,0,1,0,1,"357
"
350,66.25,45.50,39.50,64.75,65.25,38.25,0.00,0,0,0,1,"357
"
351,66.50,45.75,39.25,64.75,65.75,38.75,0.00,0,0,0,1,"357
"
352,65.75,45.75,39.50,65.00,65.75,38.50,0.00,0,0,0,1,"357
"
353,66.25,45.00,39.50,65.00,65.75,38.25,0.00,0,0,0,0,"356
"
354,66.00,45.75,39.75,65.00,65.75,38.50,0.00,0,0,0,1,"357
"
355,66.50,45.50,39.50,64.75,65.75,38.50,0.00,0,0,0,0,"357
"
356,66.00,45.00,39.75,65.25,65.75,38.50,0.00,0,0,0,1,"357
"
357,66.25,45.75,39.00,65.00,65.75,38.50,0.00,0,0,0,0,"357
"
358,66.25,45.50,39.50,64.75,66.00,38.25,0.00,0,0,0,0,"357
"
359,67.00,45.25,39.50,64.75,65.75,38.25,0.00,0,0,0,1,"356
"
360,66.50,58.50,39.50,64.75,65.25,38.50,0.00,0,0,0,0,"356
"
361,66.25,46.75,39.50,64.50,65.25,38.75,0.00,0,1,0,1,"356
"
362,66.25,46.50,40.00,64.50,66.25,37.75,0.00,0,0,0,0,"357
"
363,65.75,46.25,39.75,65.00,66.00,38.25,0.00,0,0,0,1,"356
"
364,66.25,53.75,39.75,65.00,65.75,38.25,0.00,0,0,0,1,"356
"
365,66.50,47.50,38.75,65.00,66.00,38.25,0.00,0,1,0,0,"356
"
366,66.25,46.00,39.00,65.00,66.00,38.50,0.00,0,1,0,0,"357
"
367,66.00,46.00,40.00,65.25,66.25,38.25,0.00,0,1,0,0,"357
"
368,66.25,45.75,39.00,65.00,66.00,38.50,0.00,0,1,0,0,"357
"
369,67.00,45.25,39.25,65.00,66.25,38.75,0.00,0,1,0,0,"357
"
370,67.25,45.25,39.25,64.75,66.75,38.75,0.00,0,1,0,0,"357
"
371,67.00,45.50,39.75,65.00,66.25,38.50,0.00,0,1,0,0,"356
"
372,67.00,44.75,40.00,65.00,66.25,38.75,0.00,0,1,0,0,"356
"
373,67.25,45.25,39.50,65.00,66.50,38.50,0.00,0,1,0,0,"356
"
374,67.00,45.25,39.50,64.75,66.75,39.00,0.00,0,1,0,1,"356
"
375,66.75,45.50,39.50,65.00,66.00,38.00,0.00,0,1,0,0,"356
"
376,66.75,45.50,39.75,65.25,66.00,37.75,0.00,1,1,0,0,"357
"
377,66.50,45.00,39.50,64.75,66.50,38.00,0.00,1,1,0,0,"357
"
378,66.75,44.75,39.50,65.25,66.75,38.25,0.00,1,1,0,1,"357
"
379,66.75,45.00,39.50,64.75,66.25,38.75,0.00,0,0,0,0,"356
"
380,67.25,44.75,39.75,65.00,66.25,38.75,0.00,1,0,0,1,"356
"
381,66.50,45.50,39.75,64.75,66.25,38.50,0.00,1,0,0,0,"357
"
382,67.00,45.25,39.75,65.00,66.50,38.50,0.00,0,0,0,0,"357
"
383,67.00,45.00,40.00,65.00,66.50,38.50,0.00,1,0,0,0,"357
"
384,67.00,44.75,39.50,65.00,66.75,38.50,0.00,1,1,0,0,"356
"
385,66.25,45.00,39.50,64.75,66.75,38.25,0.00,1,0,0,1,"356
"
386,67.25,45.00,39.75,65.00,66.75,38.75,0.00,1,0,0,0,"356
"
387,66.50,44.75,39.75,65.50,66.25,38.75,0.00,0,0,0,0,"356
"
388,66.25,44.75,39.75,65.25,66.50,38.50,0.00,0,0,0,0,"356
"
389,67.00,45.00,39.75,65.25,66.75,38.00,0.00,0,0,0,1,"355
"
390,67.00,44.50,39.75,65.00,66.75,38.25,0.00,1,0,0,1,"355
"
391,67.25,44.50,39.75,64.75,67.00,38.50,0.00,0,0,0,1,"355
"
392,66.75,45.00,39.25,65.00,66.50,38.50,0.00,0,0,0,0,"356
"
393,67.25,44.00,40.00,65.25,67.00,38.25,0.00,0,1,0,0,"356
"
394,66.25,44.75,40.00,65.00,66.25,38.75,0.00,0,1,0,0,"356
"
395,66.50,44.50,40.00,65.50,67.00,38.25,0.00,0,0,0,1,"355
"
396,66.75,44.75,39.75,65.00,66.75,38.75,0.00,0,0,1,1,"356
"
397,66.50,44.50,40.00,65.50,66.75,38.25,0.00,0,0,0,1,"355
"
398,66.50,45.00,39.75,65.25,66.75,38.50,0.00,0,0,0,1,"355
"
399,66.25,44.50,39.25,65.25,66.50,38.50,0.00,0,0,0,1,"355
"
400,66.75,44.50,40.00,65.25,67.00,38.25,0.00,0,0,0,1,"355
"
401,66.75,44.50,39.75,65.25,67.00,38.25,0.00,1,0,1,0,"356
"
402,67.00,44.50,39.50,65.50,67.00,38.50,0.00,1,0,0,1,"355
"
403,66.75,44.75,39.75,65.50,66.50,38.75,0.00,1,0,0,0,"356
"
404,67.00,44.00,39.75,65.25,67.25,38.00,0.00,0,1,0,1,"356
"
405,67.00,44.50,39.75,65.50,67.00,38.00,0.00,0,1,0,0,"356
"
406,66.75,44.25,39.75,65.50,67.00,38.50,0.00,0,0,0,0,"356
"
407,66.50,44.50,40.00,65.25,67.25,38.75,0.00,1,0,0,0,"356
"
408,67.00,44.75,40.00,65.50,67.00,38.50,0.00,1,0,0,1,"356
"
409,66.75,44.25,40.00,64.75,67.50,38.25,0.00,0,0,0,0,"355
"
410,66.00,44.25,40.00,65.75,67.25,38.25,0.00,0,0,0,1,"356
"
411,66.50,44.25,40.00,65.75,67.25,38.25,0.00,0,0,0,0,"356
"
412,66.75,44.00,40.00,65.25,67.25,38.25,0.00,0,0,0,1,"355
"
413,66.75,44.50,40.00,65.75,67.00,38.75,0.00,0,1,0,0,"356
"
414,66.75,44.25,40.00,65.50,67.25,38.75,0.00,0,1,1,0,"355
"
415,66.00,44.50,40.00,65.25,67.25,38.75,0.00,0,1,0,0,"356
"
416,66.25,44.50,40.00,65.50,67.50,38.25,0.00,0,1,0,0,"356
"
417,66.50,44.25,39.75,65.25,67.00,38.25,0.00,1,0,0,0,"356
"
418,66.25,44.50,39.75,65.25,67.00,38.75,0.00,0,0,0,1,"356
"
419,66.50,44.50,40.00,65.25,67.00,38.75,0.00,0,0,0,0,"356
"
420,66.50,44.25,39.75,65.75,66.75,38.75,0.00,0,0,0,0,"356
"
421,66.25,44.25,39.75,65.25,67.50,38.75,0.00,0,0,0,1,"355
"
422,67.00,44.25,39.75,65.50,67.25,38.25,0.00,0,1,1,1,"356
"
423,66.75,43.75,40.25,65.75,67.00,38.75,0.00,0,0,0,1,"355
"
424,67.00,44.25,40.00,65.75,67.25,38.75,0.00,0,1,0,0,"356
"
425,67.00,44.25,39.75,65.75,66.75,38.75,0.00,0,1,0,0,"355
"
426,66.50,44.25,40.25,65.50,67.00,38.50,0.00,1,1,0,1,"356
"
427,66.00,44.50,40.00,65.50,67.00,38.75,0.00,0,0,0,0,"355
"
428,66.50,44.25,39.75,65.50,67.00,38.75,0.00,0,1,0,1,"355
"
429,66.50,44.00,39.50,65.75,67.25,38.50,0.00,0,0,0,1,"355
"
430,66.75,44.25,39.75,65.50,67.50,38.75,0.00,1,0,0,1,"355
"
431,66.50,44.25,39.50,65.75,67.25,38.25,0.00,0,1,0,0,"356
"
432,66.75,44.25,39.75,65.50,67.50,38.75,0.00,0,1,0,0,"356
"
433,66.25,44.50,39.75,65.75,67.50,38.75,0.00,0,0,0,0,"355
"
434,66.50,44.00,39.75,66.00,67.75,39.00,0.00,1,0,1,1,"356
"
435,66.25,44.00,39.75,66.00,67.50,38.50,0.00,1,0,1,1,"355
"
436,66.00,43.75,40.00,66.00,67.75,39.00,0.00,0,0,0,1,"355
"
437,66.75,44.00,40.00,65.50,67.25,38.75,0.00,0,0,0,0,"355
"
438,66.25,44.25,40.00,65.50,67.75,38.25,0.00,1,0,0,0,"355
"
439,66.75,44.25,39.75,65.50,67.75,38.50,0.00,1,0,0,1,"355
"
440,66.50,44.00,40.00,66.00,67.75,38.50,0.00,0,0,0,0,"355
"
441,65.50,44.00,40.25,65.00,67.50,38.50,0.00,0,0,0,0,"355
"
442,66.25,44.00,40.00,65.75,67.75,39.00,0.00,1,0,1,1,"356
"
443,66.75,44.25,40.25,65.50,67.75,38.25,0.00,1,0,1,1,"355
"
444,66.50,44.00,40.25,65.25,67.25,38.75,0.00,0,1,0,1,"356
"
445,66.00,44.25,40.00,66.00,67.25,38.50,0.00,0,1,1,1,"355
"
446,66.25,44.25,40.25,66.00,68.00,38.50,0.00,1,0,0,0,"355
"
447,66.25,44.00,40.00,66.00,68.00,39.00,0.00,0,0,0,0,"355
"
448,66.50,44.25,39.75,65.50,67.75,38.75,0.00,1,1,0,0,"356
"
449,66.50,44.25,40.00,65.50,67.75,38.75,0.00,0,0,0,0,"356
"
450,66.00,45.25,40.25,65.75,68.00,38.50,0.00,0,0,0,0,"355
"
451,66.50,45.50,40.25,65.50,68.00,38.75,0.00,0,0,0,0,"355
"
452,66.00,44.75,40.00,66.00,67.50,38.50,0.00,0,0,0,1,"355
"
453,5,45.50,40.00,65.75,67.75,38.75,0.00,0,0,0,0,"355
"
454,66.50,45.25,40.00,66.00,67.75,38.00,0.00,0,0,0,0,"355
"
455,66.25,45.25,39.75,65.50,68.00,38.50,0.00,0,0,0,0,"355
"
456,66.50,45.00,39.50,66.00,67.75,38.75,0.00,0,0,0,0,"355
"
457,66.25,45.50,40.00,65.50,67.75,38.75,0.00,0,0,0,0,"355
"
458,66.00,44.75,40.00,65.75,67.75,38.50,0.00,0,0,0,0,"355
"
459,66.00,45.00,40.25,65.75,67.75,38.75,0.00,0,0,0,0,"355
"
460,66.25,45.00,40.00,65.50,67.50,38.75,0.00,0,0,0,0,"355
"
461,66.00,45.50,39.50,65.75,67.50,38.50,0.00,0,0,0,0,"356
"
462,66.00,45.25,39.50,65.50,67.25,37.75,0.00,0,0,0,0,"356
"
463,65.75,45.25,39.75,65.00,68.00,38.50,0.00,0,0,0,0,"356
"
464,66.25,45.50,39.50,65.75,67.50,38.50,0.00,0,0,0,0,"356
"
465,65.75,45.00,40.00,65.50,67.25,38.25,0.00,0,0,0,0,"356
"
466,65.75,44.50,39.50,65.25,67.50,38.50,0.00,0,0,0,0,"356
"
467,66.00,45.00,39.75,64.75,67.00,38.00,0.00,0,0,0,0,"356
"
468,65.75,45.25,40.00,65.25,67.25,38.50,0.00,0,0,0,0,"356
"
469,65.75,45.00,39.50,65.50,67.25,38.00,0.00,0,0,0,0,"356
"
470,66.00,45.00,39.75,65.00,67.25,38.00,0.00,0,0,0,0,"356
"
471,65.50,45.25,39.75,65.25,67.25,38.25,0.00,0,0,0,0,"356
"
472,65.50,44.75,39.75,65.00,66.75,38.25,0.00,0,0,0,0,"355
"
473,65.50,44.75,39.75,65.25,67.25,38.00,0.00,0,0,0,0,"355
"
474,65.00,44.50,39.75,64.75,67.00,38.00,0.00,0,0,0,0,"355
"
475,65.50,44.50,39.75,64.25,67.00,37.75,0.00,0,0,0,0,"355
"
476,65.00,44.25,39.50,64.75,66.75,38.00,0.00,0,0,0,0,"355
"
477,65.25,44.75,39.50,64.75,66.25,38.25,0.00,0,0,0,0,"355
"
478,64.75,44.75,39.50,65.00,66.75,37.75,0.00,0,0,0,0,"355
"
479,64.50,45.00,40.00,65.25,66.00,38.25,0.00,0,0,0,0,"355
"
480,65.00,45.00,40.00,65.00,66.25,37.75,0.00,0,0,0,0,"355
"
481,64.75,44.75,40.00,64.75,66.25,38.00,0.00,0,0,0,0,"355
"
482,65.00,44.75,39.75,64.75,66.50,38.25,0.00,0,0,0,0,"354
"
483,64.75,45.00,39.75,65.00,66.25,38.25,0.00,0,0,0,0,"354
"
484,64.75,45.25,39.50,64.75,66.00,38.25,0.00,0,0,0,0,"354
"
485,64.75,45.25,40.00,64.75,66.00,38.50,0.00,0,0,0,0,"354
"
486,64.50,45.25,40.00,64.25,65.50,38.50,0.00,0,0,0,0,"354
"
487,64.25,45.00,39.75,65.00,65.75,38.25,0.00,0,0,0,0,"354
"
488,64.00,45.00,39.75,64.75,65.75,38.25,0.00,0,0,0,0,"354
"
489,64.00,45.25,39.75,64.25,65.50,37.75,0.00,0,0,0,0,"354
"
490,63.75,45.00,40.25,64.50,65.75,38.00,0.00,0,0,0,0,"354
"
491,64.25,45.25,40.00,64.50,65.75,38.50,0.00,0,0,0,0,"354
"
492,63.75,44.75,39.50,64.00,65.50,38.75,0.00,0,0,0,0,"354
"
493,63.75,44.50,40.00,64.50,65.50,37.50,0.00,0,0,0,0,"354
"
494,63.75,44.75,40.00,64.50,65.25,38.50,0.00,0,0,0,0,"354
"
495,63.50,45.25,40.00,64.50,65.25,38.50,0.00,0,0,0,0,"354
"
496,63.50,44.50,40.25,63.75,64.75,38.75,0.00,0,0,0,0,"354
"
497,63.25,45.00,40.25,64.25,64.75,38.25,0.00,0,0,0,0,"354
"
498,63.75,44.50,40.00,64.50,64.75,38.50,0.00,0,0,0,0,"354
"
499,63.50,44.50,40.00,64.50,65.00,38.50,0.00,0,0,0,0,"354
"
500,63.50,45.00,40.00,64.50,65.00,38.50,0.00,0,0,0,0,"354
"
501,63.50,45.00,40.00,64.25,64.75,38.25,0.00,0,0,0,0,"354
"
502,63.25,45.50,40.00,64.25,64.75,38.25,0.00,0,0,0,0,"354
"
503,62.50,45.50,39.25,63.75,64.50,38.25,0.00,0,0,0,0,"354
"
504,63.00,45.50,40.00,63.75,64.25,38.00,0.00,0,0,0,0,"355
"
505,63.00,45.75,39.75,63.75,64.25,38.25,0.00,0,0,0,0,"354
"
506,62.75,45.00,40.00,63.75,64.25,38.25,0.00,0,0,0,0,"354
"
507,62.50,45.25,40.00,63.75,64.00,38.50,0.00,0,0,0,0,"354
"
508,63.00,45.50,40.25,63.75,64.25,38.50,0.00,0,0,0,0,"354
"
509,62.25,45.25,40.00,63.75,63.75,38.75,0.00,0,0,0,0,"354
"
510,62.50,45.50,40.00,63.75,64.00,38.00,0.00,0,0,0,0,"354
"
511,62.50,45.75,40.00,63.75,64.00,38.50,0.00,0,0,0,0,"354
"
512,63.00,46.00,39.75,63.75,64.00,38.25,0.00,0,0,0,0,"354
"
513,62.50,45.00,40.25,63.25,63.75,38.50,0.00,0,0,0,0,"354
"
514,62.00,45.00,40.25,63.50,63.75,38.50,0.00,0,0,0,0,"354
"
515,62.00,45.00,40.00,63.50,63.50,38.25,0.00,0,0,0,0,"354
"
516,62.00,45.25,40.00,63.75,63.50,38.25,0.00,0,0,0,0,"354
"
517,62.00,45.25,39.75,63.75,63.50,38.25,0.00,0,0,0,0,"354
"
518,61.50,45.25,40.00,63.50,63.00,38.25,0.00,0,0,0,0,"354
"
519,61.75,45.25,40.00,63.50,63.50,38.50,0.00,0,0,0,0,"354
"
520,62.00,45.00,39.75,63.75,63.50,38.50,0.00,0,0,0,0,"354
"
521,61.50,45.25,40.25,63.00,63.25,38.25,0.00,0,0,0,0,"354
"
522,61.75,45.25,40.00,63.00,63.00,38.75,0.00,0,0,0,0,"354
"
523,62.00,44.75,40.25,63.25,63.00,38.50,0.00,0,0,0,0,"354
"
524,61.75,45.00,39.75,63.50,63.00,38.50,0.00,0,0,0,0,"354
"
525,61.25,45.25,40.00,63.25,63.00,38.50,0.00,0,0,0,0,"354
"
526,61.50,45.25,40.25,62.75,62.75,38.75,0.00,0,0,0,0,"354
"
527,61.25,45.00,39.75,63.00,62.75,38.50,0.00,0,0,0,0,"354
"
528,61.00,45.00,40.25,63.25,63.00,38.75,0.00,0,0,0,0,"354
"
529,61.50,45.50,40.50,62.75,62.25,38.25,0.00,0,0,0,0,"354
"
530,60.75,45.00,40.00,63.00,62.75,38.50,0.00,0,0,0,0,"354
"
531,60.75,45.25,40.25,63.00,62.25,38.50,0.00,0,0,0,0,"354
"
532,61.00,45.25,40.25,63.00,62.50,38.75,0.00,0,0,0,0,"354
"
533,61.00,45.25,40.25,63.00,62.00,38.25,0.00,0,0,0,0,"354
"
534,61.00,45.25,40.50,63.00,62.50,38.25,0.00,0,0,0,0,"354
"
535,60.75,45.25,39.75,62.75,61.50,38.75,0.00,0,0,0,0,"354
"
536,.75,45.25,40.50,62.75,61.75,38.25,0.00,0,0,0,0,"354
"
537,60.75,44.50,39.75,62.75,62.25,38.25,0.00,0,0,0,0,"354
"
538,60.25,45.25,39.75,62.50,62.25,38.75,0.00,0,0,0,0,"354
"
539,60.25,45.25,40.50,62.50,62.00,38.50,0.00,0,0,0,0,"354
"
540,60.75,45.25,40.50,62.25,61.75,38.50,0.00,0,0,0,0,"354
"
541,60.00,45.50,40.50,62.50,61.00,38.75,0.00,0,0,0,0,"354
"
542,60.00,45.25,40.25,62.50,61.25,38.25,0.00,0,0,0,0,"354
"
543,60.00,44.50,40.75,62.50,61.75,38.50,0.00,0,0,0,0,"355
"
544,60.25,45.25,40.50,62.00,61.50,38.50,0.00,0,0,0,0,"354
"
545,59.75,45.00,40.50,61.75,61.00,38.50,0.00,0,0,0,0,"354
"
546,60.00,45.25,40.50,62.00,61.50,38.75,0.00,0,0,0,0,"354
"
547,59.75,45.25,40.25,62.00,61.25,38.75,0.00,0,0,0,0,"355
"
548,59.75,45.25,40.50,62.00,61.25,38.75,0.00,0,0,0,0,"355
"
549,59.75,45.25,41.00,62.00,61.00,38.75,0.00,0,0,0,0,"355
"
550,59.75,45.25,40.75,62.00,60.75,39.00,0.00,0,0,0,0,"355
"
551,59.75,45.00,40.75,62.00,60.75,38.50,0.00,0,0,0,0,"355
"
552,59.25,45.25,40.75,61.50,60.75,38.75,0.00,0,0,0,0,"355
"
553,59.25,45.50,40.75,61.75,60.75,38.50,0.00,0,0,0,0,"355
"
554,59.25,45.50,40.25,61.75,60.50,38.50,0.00,0,0,0,0,"355
"
555,59.25,45.50,41.00,61.75,60.75,38.50,0.00,0,0,0,0,"355
"
556,59.25,45.00,41.00,61.25,60.75,38.75,0.00,0,0,0,0,"355
"
557,59.25,45.25,41.25,61.50,60.50,39.00,0.00,0,0,0,0,"355
"
558,58.50,45.50,40.75,61.50,60.50,39.00,0.00,0,0,0,0,"355
"
559,59.00,45.25,40.50,61.25,60.50,38.75,0.00,0,0,0,0,"355
"
560,58.75,45.50,40.75,61.25,60.00,39.00,0.00,0,0,0,0,"355
"
561,58.50,45.25,40.75,61.25,60.25,39.25,0.00,0,0,0,0,"355
"
562,58.25,45.50,40.50,61.25,60.25,38.75,0.00,0,0,0,0,"355
"
563,58.00,45.00,40.75,60.75,60.00,38.75,0.00,0,0,0,0,"355
"
564,58.00,45.50,41.25,61.25,60.00,39.00,0.00,0,0,0,0,"355
"
565,58.50,45.25,40.50,60.50,60.00,38.50,0.00,0,0,0,0,"355
"
566,58.00,45.25,41.25,60.50,60.00,39.00,0.00,0,0,0,0,"355
"
567,58.00,45.50,41.25,61.25,59.50,39.00,0.00,0,0,0,0,"355
"
568,58.00,45.25,41.25,60.75,59.50,39.00,0.00,0,0,0,0,"355
"
569,58.00,45.50,41.00,61.00,59.75,39.00,0.00,0,0,0,0,"355
"
570,58.25,45.00,40.75,60.50,59.50,39.00,0.00,0,0,0,0,"355
"
571,57.75,44.50,41.25,60.25,59.75,39.00,0.00,0,0,0,0,"355
"
572,58.00,45.25,41.00,60.75,59.00,39.00,0.00,0,0,0,0,"356
"
573,57.75,45.50,41.00,60.50,59.50,38.50,0.00,0,0,0,0,"356
"
574,58.00,45.50,40.75,60.75,58.75,38.75,0.00,0,0,0,0,"356
"
575,57.75,45.00,41.00,60.25,59.50,38.50,0.00,0,0,0,0,"356
"
576,57.50,45.25,41.25,60.25,59.50,39.00,0.00,0,0,0,0,"356
"
577,57.75,45.50,41.25,59.75,59.00,39.00,0.00,0,0,0,0,"356
"
578,57.50,45.25,40.75,60.25,58.50,39.50,0.00,0,0,0,0,"356
"
579,57.75,45.00,40.75,60.00,59.00,39.00,0.00,0,0,0,0,"356
"
580,57.00,45.50,41.25,59.75,59.00,39.00,0.00,0,0,0,0,"356
"
581,57.50,45.50,41.50,60.25,58.50,39.25,0.00,0,0,0,0,"356
"
582,57.50,45.25,41.50,60.00,59.00,39.00,0.00,0,0,0,0,"356
"
583,57.50,45.25,41.50,59.50,58.50,38.50,0.00,0,0,0,0,"356
"
584,57.50,45.50,41.00,59.75,58.75,39.00,0.00,0,0,0,0,"356
"
585,57.50,45.50,41.50,59.50,58.25,38.75,0.00,0,0,0,0,"356
"
586,56.75,45.25,41.25,59.75,58.00,39.25,0.00,0,0,0,0,"356
"
587,57.00,45.50,41.25,59.25,58.50,39.25,0.00,0,0,0,0,"356
"
588,56.25,45.25,41.50,59.25,58.50,39.25,0.00,0,0,0,0,"356
"
589,56.75,45.25,41.50,59.75,58.25,39.25,0.00,0,0,0,0,"356
"
590,57.00,45.50,41.75,59.75,58.50,39.00,0.00,0,0,0,0,"356
"
591,56.50,45.25,41.75,59.50,58.00,39.25,0.00,0,0,0,0,"356
"
592,57.00,45.25,41.50,59.25,57.75,38.75,0.00,0,0,0,0,"356
"
593,56.75,45.50,41.00,59.50,58.00,39.00,0.00,0,0,0,0,"356
"
594,,45.50,41.75,59.50,58.00,39.00,0.00,0,0,0,0,"356
"
594,56.50,45.25,41.75,59.25,58.25,39.50,0.00,0,0,0,0,"356
"
595,56.25,45.25,41.75,58.75,58.25,39.00,0.00,0,0,0,0,"356
"
596,56.25,45.50,41.50,58.75,57.25,39.00,0.00,0,0,0,0,"356
"
597,56.00,45.00,41.25,59.00,57.25,39.50,0.00,0,0,0,0,"356
"
598,56.00,45.00,41.25,58.75,57.50,39.25,0.00,0,0,0,0,"356
"
599,56.00,45.00,41.25,58.75,57.50,39.00,0.00,0,0,0,0,"356
"
